trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
950,False,"{'a': 0.001, 'e': 0.38712795791294036}",35,19,-48.986048122755875,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
951,False,"{'a': 0.001, 'e': 0.3867410234545012}",20,10,-25.04463517470812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
952,False,"{'a': 0.001, 'e': 0.3863544757371177}",30,16,21.82655425187288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.001, 'e': 0.3859683143742421}",25,16,-1.1733064090061354,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.001, 'e': 0.38558253897971306}",20,4,7.760548246628345,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.001, 'e': 0.38519714916775516}",20,0,10.204426581740622,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
956,False,"{'a': 0.001, 'e': 0.3848121445529785}",25,13,11.50838821776129,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.001, 'e': 0.3844275247503785}",20,15,7.9204293485570325,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.001, 'e': 0.3840432893753352}",20,0,-20.9253350616419,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
959,False,"{'a': 0.001, 'e': 0.38365943804361335}",25,11,-62.32936105967561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
960,False,"{'a': 0.001, 'e': 0.3832759703713615}",30,14,12.476771606191548,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.001, 'e': 0.38289288597511206}",20,13,-23.480674998615466,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
962,False,"{'a': 0.001, 'e': 0.38251018447178037}",25,14,5.744620681866712,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
963,False,"{'a': 0.001, 'e': 0.38212786547866506}",25,0,23.433486044974725,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
964,False,"{'a': 0.001, 'e': 0.3817459286134471}",30,17,5.405464763943671,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.001, 'e': 0.38136437349418956}",20,0,7.5325619762102125,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
966,False,"{'a': 0.001, 'e': 0.38098319973933725}",20,8,11.423025436946713,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.001, 'e': 0.38060240696771647}",25,11,19.01611978591962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.001, 'e': 0.38022199479853436}",25,4,-49.084184792197,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 1}",1
969,False,"{'a': 0.001, 'e': 0.3798419628513787}",25,12,15.645748472719228,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.001, 'e': 0.37946231074621756}",25,11,-2.5951641300065957,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.001, 'e': 0.37908303810339883}",20,0,-55.298400959151294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
972,False,"{'a': 0.001, 'e': 0.37870414454364976}",20,16,9.325776575484175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.001, 'e': 0.3783256296880768}",25,9,14.212088520928535,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.001, 'e': 0.37794749315816506}",20,0,6.07847508010837,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
975,False,"{'a': 0.001, 'e': 0.37756973457577797}",30,20,9.82644623057953,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.001, 'e': 0.37719235356315695}",25,0,-103.74136789418614,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
977,False,"{'a': 0.001, 'e': 0.37681534974292086}",25,5,11.642494200409894,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.001, 'e': 0.37643872273806595}",20,15,10.050136391441491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.001, 'e': 0.37606247217196515}",20,9,7.410669216678059,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.001, 'e': 0.37568659766836787}",25,0,-23.57255371046056,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
981,False,"{'a': 0.001, 'e': 0.37531109885139957}",20,5,-41.141808754271764,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
982,False,"{'a': 0.001, 'e': 0.37493597534556133}",20,11,4.085517409877562,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.001, 'e': 0.3745612267757298}",25,13,-11.426780894654645,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
984,False,"{'a': 0.001, 'e': 0.37418685276715613}",20,0,-4.76573441036227,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
985,False,"{'a': 0.001, 'e': 0.3738128529454665}",20,0,-72.58887732996475,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
986,False,"{'a': 0.001, 'e': 0.37343922693666093}",25,4,-49.22504351312645,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 0}",1
987,False,"{'a': 0.001, 'e': 0.3730659743671134}",25,0,15.30627931025959,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
988,False,"{'a': 0.001, 'e': 0.3726930948635714}",20,15,8.506194618157187,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.001, 'e': 0.3723205880531552}",25,15,-3.8729612642283993,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
990,False,"{'a': 0.001, 'e': 0.3719484535633582}",20,0,-54.36397479259489,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
991,False,"{'a': 0.001, 'e': 0.3715766910220457}",25,11,-2.4473874612750928,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
992,False,"{'a': 0.001, 'e': 0.37120530005745517}",25,10,-34.64848167886579,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
993,False,"{'a': 0.001, 'e': 0.37083428029819565}",30,7,8.901226724918821,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
994,False,"{'a': 0.001, 'e': 0.37046363137324734}",30,10,-7.786921550750255,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
995,False,"{'a': 0.001, 'e': 0.37009335291196127}",25,0,-34.5110162590347,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
996,False,"{'a': 0.001, 'e': 0.369723444544059}",20,12,-47.624064547811805,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
997,False,"{'a': 0.001, 'e': 0.369353905899632}",25,16,14.321570383909734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.001, 'e': 0.3689847366091418}",20,9,-28.5198096650057,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
999,False,"{'a': 0.001, 'e': 0.3686159363034188}",20,5,14.5090809679535,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.001, 'e': 0.3682475046136629}",25,15,6.660387683883291,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.001, 'e': 0.36787944117144233}",20,4,-26.25754544154979,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
1002,False,"{'a': 0.001, 'e': 0.3675117456086935}",20,14,-0.8397691816196104,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.001, 'e': 0.36714441755772104}",20,8,8.755291575889443,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1004,False,"{'a': 0.001, 'e': 0.3667774566511966}",20,14,-8.009407628057751,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.001, 'e': 0.3664108625221595}",30,14,14.389575688438299,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.001, 'e': 0.36604463480401533}",25,13,7.924209622140666,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.001, 'e': 0.36567877313053654}",25,0,-27.33133858527909,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
1008,False,"{'a': 0.001, 'e': 0.3653132771358613}",20,2,-3.365396286528254,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1009,False,"{'a': 0.001, 'e': 0.36494814645449375}",20,2,-75.41758808348315,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
1010,False,"{'a': 0.001, 'e': 0.3645833807213029}",30,19,22.400248525402862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.001, 'e': 0.3642189795715233}",25,13,13.093449256138761,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.001, 'e': 0.3638549426407535}",30,8,-31.661367542254244,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1013,False,"{'a': 0.001, 'e': 0.3634912695649568}",20,14,8.936496074485962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.001, 'e': 0.3631279599804599}",20,0,8.872671414701646,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1015,False,"{'a': 0.001, 'e': 0.36276501352395324}",20,11,2.7573315437806123,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.001, 'e': 0.36240242983249027}",25,11,24.00609092010481,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.001, 'e': 0.36204020854348745}",35,7,29.91423522580515,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.001, 'e': 0.36167834929472326}",25,10,9.380863650715735,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.001, 'e': 0.36131685172433853}",30,9,5.5264584202343086,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1020,False,"{'a': 0.001, 'e': 0.3609557154708356}",25,10,-2.047505560589646,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1021,False,"{'a': 0.001, 'e': 0.3605949401730783}",20,10,19.899754312344754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.001, 'e': 0.3602345254702911}",20,4,14.042914020258541,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.001, 'e': 0.35987447100205955}",25,11,-20.573337765988313,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
1024,False,"{'a': 0.001, 'e': 0.35951477640832885}",25,0,-38.46258172313595,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1025,False,"{'a': 0.001, 'e': 0.3591554413294046}",20,8,-61.96494635057776,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
1026,False,"{'a': 0.001, 'e': 0.3587964654059516}",25,14,-34.32290818477748,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1027,False,"{'a': 0.001, 'e': 0.3584378482789939}",20,5,12.382578314141444,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.001, 'e': 0.35807958958991437}",25,2,3.069584626822742,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
1029,False,"{'a': 0.001, 'e': 0.3577216889804542}",20,0,-1.2026979151517478,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1030,False,"{'a': 0.001, 'e': 0.3573641460927129}",25,7,27.97256325990092,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.001, 'e': 0.3570069605691474}",20,12,13.408996356694365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.001, 'e': 0.35665013205257223}",20,5,4.2638814899380915,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.001, 'e': 0.3562936601861588}",20,5,-33.29690167648646,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
1034,False,"{'a': 0.001, 'e': 0.35593754461343535}",25,5,-33.05686944327479,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
1035,False,"{'a': 0.001, 'e': 0.35558178497828613}",20,0,1.4025161242409916,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
1036,False,"{'a': 0.001, 'e': 0.3552263809249515}",25,13,15.288537225647309,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.001, 'e': 0.3548713320980274}",25,8,-113.07727233159204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
1038,False,"{'a': 0.001, 'e': 0.35451663814246503}",20,6,-10.781425507843391,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1039,False,"{'a': 0.001, 'e': 0.35416229870357024}",25,11,11.658311690838703,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.001, 'e': 0.35380831342700375}",25,0,-19.56218651359109,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1041,False,"{'a': 0.001, 'e': 0.35345468195878016}",20,5,11.757838490623676,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.001, 'e': 0.353101403945268}",20,0,6.611164080087808,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1043,False,"{'a': 0.001, 'e': 0.3527484790331891}",25,14,-21.60804067999678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1044,False,"{'a': 0.001, 'e': 0.35239590686961875}",20,6,-136.65835578426032,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 3}",1
1045,False,"{'a': 0.001, 'e': 0.3520436871019846}",20,14,9.142925058742554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.001, 'e': 0.3516918193780669}",25,10,-14.844616676999866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1047,False,"{'a': 0.001, 'e': 0.3513403033459978}",25,19,2.1115308334453293,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.001, 'e': 0.35098913865426146}",30,0,-33.823012090713725,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1049,False,"{'a': 0.001, 'e': 0.35063832495169295}",25,12,13.020736864794124,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1050,False,"{'a': 0.001, 'e': 0.3502878618874786}",25,3,-36.04680561924657,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
1051,False,"{'a': 0.001, 'e': 0.3499377491111553}",25,0,23.940252810045504,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1052,False,"{'a': 0.001, 'e': 0.3495879862726104}",35,25,4.3885702169702325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1053,False,"{'a': 0.001, 'e': 0.3492385730220808}",25,0,24.534241011546413,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1054,False,"{'a': 0.001, 'e': 0.34888950901015336}",25,9,-17.12036159056562,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
1055,False,"{'a': 0.001, 'e': 0.348540793887764}",35,12,4.937029035972502,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1056,False,"{'a': 0.001, 'e': 0.3481924273061976}",20,0,4.920946819621911,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1057,False,"{'a': 0.001, 'e': 0.3478444089170874}",20,15,7.816862888260571,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.001, 'e': 0.34749673837241524}",25,15,-39.660355223643805,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
1059,False,"{'a': 0.001, 'e': 0.3471494153245103}",20,4,18.199949169177557,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.001, 'e': 0.34680243942604977}",20,11,14.15351966101183,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.001, 'e': 0.3464558103300574}",25,0,-35.15659184265988,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1062,False,"{'a': 0.001, 'e': 0.3461095276899044}",20,13,9.533976222721732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.001, 'e': 0.34576359115930777}",20,8,-37.4666213774317,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1064,False,"{'a': 0.001, 'e': 0.3454180003923312}",20,4,-10.824173829736228,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1065,False,"{'a': 0.001, 'e': 0.34507275504338375}",20,12,5.188670589825239,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.001, 'e': 0.3447278547672202}",20,13,-19.93978783116215,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1067,False,"{'a': 0.001, 'e': 0.34438329921894}",20,4,-4.5669240122318495,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
1068,False,"{'a': 0.001, 'e': 0.34403908805398786}",35,6,-27.79295217642539,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 1}",1
1069,False,"{'a': 0.001, 'e': 0.34369522092815236}",20,0,-13.413757814693295,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1070,False,"{'a': 0.001, 'e': 0.3433516974975665}",20,6,4.297822488737873,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.001, 'e': 0.34300851741870664}",20,0,6.025305572018516,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1072,False,"{'a': 0.001, 'e': 0.3426656803483929}",20,0,14.566055321271502,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1073,False,"{'a': 0.001, 'e': 0.34232318594378797}",20,10,-44.80979729858258,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
1074,False,"{'a': 0.001, 'e': 0.3419810338623976}",20,3,-12.891404890457249,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1075,False,"{'a': 0.001, 'e': 0.34163922376206945}",25,2,11.31183900143231,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.001, 'e': 0.3412977553009937}",20,0,-14.131372816927692,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1077,False,"{'a': 0.001, 'e': 0.34095662813770156}",25,6,-15.723677500375924,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1078,False,"{'a': 0.001, 'e': 0.3406158419310661}",20,3,14.638142521812155,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.001, 'e': 0.3402753963403008}",20,8,7.711967993047438,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.001, 'e': 0.33993529102496034}",30,16,-68.1778635963715,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 1}",1
1081,False,"{'a': 0.001, 'e': 0.3395955256449391}",20,3,-33.03988883958909,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1082,False,"{'a': 0.001, 'e': 0.33925609986047195}",20,12,0.5455778831004892,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1083,False,"{'a': 0.001, 'e': 0.3389170133321328}",20,16,8.130520683617554,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.001, 'e': 0.3385782657208353}",30,0,-9.149691528672362,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
1085,False,"{'a': 0.001, 'e': 0.3382398566878317}",30,13,5.90665682024032,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.001, 'e': 0.33790178589471304}",20,10,7.101853693249229,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1087,False,"{'a': 0.001, 'e': 0.33756405300340836}",20,7,4.387336633897502,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1088,False,"{'a': 0.001, 'e': 0.33722665767618487}",30,14,8.990160624532695,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.001, 'e': 0.33688959957564707}",30,7,18.827012455425088,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.001, 'e': 0.336552878364737}",25,14,-32.74717601626418,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1091,False,"{'a': 0.001, 'e': 0.33621649370673334}",30,13,-12.697266784003654,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1092,False,"{'a': 0.001, 'e': 0.3358804452652514}",20,6,9.619321043780998,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.001, 'e': 0.3355447327042427}",25,12,-11.5361602529615,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.001, 'e': 0.33520935568799465}",20,4,2.259176874500559,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1095,False,"{'a': 0.001, 'e': 0.3348743138811302}",20,14,11.00315661990409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.001, 'e': 0.3345396069486076}",20,1,-96.82450408881651,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
1097,False,"{'a': 0.001, 'e': 0.33420523455571977}",25,0,-38.900024675058276,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1098,False,"{'a': 0.001, 'e': 0.3338711963680944}",20,3,-29.20025518900782,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1099,False,"{'a': 0.001, 'e': 0.3335374920516932}",20,0,-3.3458857261173724,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1100,False,"{'a': 0.001, 'e': 0.33320412127281185}",20,0,-15.275152235236325,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1101,False,"{'a': 0.001, 'e': 0.33287108369807955}",20,12,-36.28672369276676,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
1102,False,"{'a': 0.001, 'e': 0.3325383789944587}",20,12,-42.74854939391449,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1103,False,"{'a': 0.001, 'e': 0.33220600682924445}",20,4,-19.6880961701079,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1104,False,"{'a': 0.001, 'e': 0.3318739668700649}",20,2,-29.072869974025913,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
1105,False,"{'a': 0.001, 'e': 0.3315422587848797}",35,16,-13.829685470125769,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1106,False,"{'a': 0.001, 'e': 0.331210882241981}",25,0,8.87992004084684,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1107,False,"{'a': 0.001, 'e': 0.33087983690999206}",35,11,1.5406313071774744,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
1108,False,"{'a': 0.001, 'e': 0.3305491224578677}",25,11,-49.138664843380084,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1109,False,"{'a': 0.001, 'e': 0.3302187385548933}",25,8,23.926374497206986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001, 'e': 0.329888684870685}",20,8,20.91140002766637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.001, 'e': 0.32955896107518906}",20,12,4.396921361883663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.001, 'e': 0.32922956683868165}",25,14,10.121758956857771,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.001, 'e': 0.3289005018317685}",30,0,-1.386074274483169,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
1114,False,"{'a': 0.001, 'e': 0.3285717657253846}",20,10,5.904961286526725,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.001, 'e': 0.32824335819079375}",20,4,-96.53840729088931,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
1116,False,"{'a': 0.001, 'e': 0.32791527889958855}",25,0,17.98694270549752,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1117,False,"{'a': 0.001, 'e': 0.3275875275236895}",20,14,11.320737734866093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.001, 'e': 0.3272601037353453}",25,15,-16.317634389709866,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1119,False,"{'a': 0.001, 'e': 0.3269330072071321}",20,8,16.889744908481212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.3266062376119534}",20,3,10.26129122428156,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.001, 'e': 0.32627979462303947}",30,16,-6.59025247279561,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1122,False,"{'a': 0.001, 'e': 0.32595367791394736}",25,15,-6.266162554935958,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1123,False,"{'a': 0.001, 'e': 0.32562788715856034}",20,7,16.736028696197817,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.001, 'e': 0.3253024220310876}",25,17,-14.60323176097308,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1125,False,"{'a': 0.001, 'e': 0.324977282206064}",20,11,5.313107948446693,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.001, 'e': 0.32465246735834974}",20,13,8.102984529354055,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.001, 'e': 0.3243279771631298}",25,11,1.6659453876265673,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1128,False,"{'a': 0.001, 'e': 0.32400381129591416}",20,0,20.103024985836043,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1129,False,"{'a': 0.001, 'e': 0.3236799694325367}",25,11,-18.75214281656537,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1130,False,"{'a': 0.001, 'e': 0.32335645124915574}",25,11,-28.273795819862773,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1131,False,"{'a': 0.001, 'e': 0.3230332564222529}",20,8,-12.805677978542384,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1132,False,"{'a': 0.001, 'e': 0.3227103846286335}",20,13,-0.5530302279196742,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
